# word	per_million
熟悉	68.4492
飯	68.3747
教室	68.3734
抱	68.3583
多數	68.3016
辦理	68.1412
運作	68.0776
內部	68.0274
畢竟	67.9189
等到	67.7761
西方	67.7468
整理	67.7000
立場	67.6151
陪伴	67.5129
選手	67.4288
小學	67.4072
波	67.3955
回憶	67.3581
設置	67.2516
燒	67.1808
盡	67.1419
剩下	67.1026
以外	67.0280
大小	67.0193
描述	67.0166
不如	66.9991
考試	66.9456
再次	66.9197
炒	66.9008
跳	66.8852
李	66.8073
對話	66.7972
實現	66.7736
親自	66.7239
拿到	66.6425
那麼多	66.5835
堆	66.5367
假如	66.4805
藥物	66.4399
交易	66.3557
雨	66.2848
男性	66.2648
年齡	66.2142
中華	66.1291
打算	66.0709
醫學	66.0306
欣賞	66.0044
一生	66.0036
用心	66.0001
創業	65.8410
亂	65.8049
恐	65.7037
領導	65.6827
台東	65.6516
商業	65.6168
銷售	65.5475
還要	65.5475
首度	65.4801
舞台	65.4693
改	65.4652
區	65.4535
爺爺	65.4428
飛機	65.4252
進去	65.3502
左	65.3233
設	65.2925
恐怖	65.1758
河	65.1556
上班	65.1368
推	65.0676
報	65.0356
情感	65.0068
麻煩	64.8903
輕	64.8880
路線	64.8790
設施	64.8508
右	64.8242
急	64.6966
刀	64.6884
哪些	64.6315
權力	64.5798
給予	64.4821
中共	64.4733
感受到	64.3866
雞	64.3684
當作	64.3663
湯	64.3444
命	64.2716
基金	64.2167
平衡	64.1239
承認	64.0793
成就	64.0746
爭議	64.0216
尚	63.8966
美好	63.8057
缺	63.8014
病患	63.6332
陽光	63.5884
執政	63.5800
記錄	63.5740
課	63.5686
縣市	63.5539
優惠	63.5374
技巧	63.5189
扮演	63.5079
流行	63.4906
年代	63.4012
優勢	63.3520
人力	63.1848
要不要	63.1811
夫妻	63.1018
象徵	63.0665
民族	63.0625
某些	63.0378
棟	63.0275
學院	62.9689
桌	62.9625
化學	62.9280
軍事	62.8490
參考	62.8432
石頭	62.8157
幅	62.7632
將來	62.7460
到處	62.6829
呼吸	62.6775
毫無	62.6560
氣氛	62.6447
費用	62.6281
天然	62.6062
面前	62.5887
數字	62.5787
客戶	62.5281
資金	62.4637
夏天	62.4217
大腦	62.4163
飛	62.3434
因而	62.3007
還好	62.3005
人文	62.2718
搞	62.2693
等待	62.1428
參選	62.1425
番	62.1252
就業	62.0613
周邊	61.9485
深入	61.9441
欲	61.8919
搶	61.8810
研發	61.8682
禮拜	61.8304
婚姻	61.7287
應用	61.7185
機場	61.6821
緊急	61.6179
溫暖	61.5264
寶寶	61.5096
突破	61.4934
身為	61.4118
程序	61.3874
裏	61.3039
整合	61.3020
農藥	61.2694
睡覺	61.2630
帶動	61.1892
集中	61.1603
教育部	61.1558
減	61.1492
不久	61.1098
公路	61.0970
演	61.0931
數據	61.0459
隊	61.0053
尚未	61.0040
喊	60.8814
日常	60.7904
威脅	60.7583
維護	60.7276
不一定	60.7089
生病	60.6969
委員	60.6715
種子	60.6433
公車	60.5856
碗	60.5609
裡頭	60.5597
沒關係	60.5533
最終	60.4695
浪費	60.4304
藉	60.3962
第四	60.3754
登記	60.3549
血	60.3259
時刻	60.3244
早已	60.2983
相處	60.2654
廚房	60.2554
報名	60.1678
生存	60.1345
底下	60.1023
葉	60.0975
法院	60.0919
此時	60.0694
表面	60.0626
皮膚	60.0580
基隆	60.0205
興建	60.0181
考	59.9559
將軍	59.9214
判斷	59.8116
這時	59.7977
愈來愈	59.7935
打電話	59.7453
指導	59.6983
教練	59.6778
玩具	59.6397
切	59.5796
古	59.5574
阿公	59.5083
三十	59.4814
借	59.4544
差異	59.3822
島	59.3432
忘記	59.3383
曉得	59.3215
保留	59.3204
新鮮	59.2569
訪問	59.2254
正面	59.2152
禮物	59.1257
表情	59.1116
對手	59.0980
造型	59.0738
博物館	59.0532
硬	59.0519
破	59.0374
可惜	58.9907
保存	58.9715
境	58.9155
懂得	58.8860
車子	58.8632
肚子	58.8618
公益	58.8461
好多	58.6757
一百	58.6548
攝影	58.6363
頂	58.5688
衝擊	58.5629
當下	58.5546
十二	58.4208
愛情	58.4010
確認	58.3604
停止	58.3387
做為	58.2756
營運	58.1761
講話	58.1525
資產	58.0608
新竹	57.8978
訪	57.8677
含	57.7543
逾	57.7439
抗議	57.7421
燈	57.7329
主人	57.6882
核心	57.6737
輔導	57.6643
婦女	57.6511
糖	57.6119
農場	57.5765
恐懼	57.5318
屏東	57.5137
具體	57.4986
白色	57.3975
挺	57.3529
拿來	57.3350
真是	57.3101
修	57.2997
難道	57.2928
預期	57.2786
少數	57.2566
衛生	57.2556
捷運	57.1953
韓國	57.1670
請問	57.1570
紛紛	57.1241
汙染	57.1018
貢獻	57.0965
進口	57.0961
小組	57.0804
談到	56.9908
通	56.9692
眼前	56.9247
大哥	56.8064
縣	56.8029
祝福	56.7648
行政院	56.7502
圖書館	56.7353
一方面	56.6363
豬	56.6353
漸漸	56.6276
宣傳	56.4912
子女	56.4744
居住	56.4309
連結	56.4214
友善	56.3884
事物	56.3342
為止	56.2955
保障	56.2042
收到	56.1819
功課	56.1484
千萬	56.0750
洞	56.0739
載	56.0678
公平	56.0469
統一	56.0310
過度	56.0302
師姊	55.9851
信任	55.9318
依然	55.9280
長輩	55.8788
彰化	55.7554
國會	55.7375
病毒	55.7358
腦	55.6895
上人	55.6572
望	55.6405
啟動	55.6347
頭髮	55.6089
當成	55.6047
性	55.5458
那時	55.5134
貴	55.5090
易	55.5071
不滿	55.4783
取代	55.4406
好奇	55.3887
看來	55.3733
掛	55.3497
剩	55.2555
反映	55.2065
如同	55.2020
出口	55.1502
海外	55.0736
相互	55.0652
創	55.0377
循環	55.0246
陷入	55.0137
球員	54.9847
肌肉	54.9374
說道	54.9093
始終	54.8931
成熟	54.8781
里	54.8690
土	54.8584
網友	54.8529
協調	54.8195
廣場	54.8109
要是	54.7337
操作	54.6851
冠軍	54.6561
參觀	54.6454
頗	54.6213
設立	54.5630
玻璃	54.5419
出門	54.4006
癌症	54.3849
趨勢	54.3480
同事	54.3317
行程	54.2245
理事長	54.2148
英雄	54.1355
勞工	54.0999
難過	54.0928
美食	54.0907
客家	53.9602
良好	53.9435
職業	53.8857
嚴格	53.8779
紐約	53.7640
承諾	53.7400
因應	53.7017
儀式	53.5391
毒	53.5322
機器	53.5227
栗子	53.5200
人體	53.4967
對了	53.4848
律師	53.4756
泡	53.4647
毛	53.4193
得知	53.4122
充分	53.3706
單純	53.3263
完美	53.2594
明確	53.2363
擺	53.2062
嘉義	53.0493
主持人	52.9571
南韓	52.8798
將近	52.8621
普遍	52.8448
交給	52.8319
室	52.7933
昨日	52.7675
元素	52.7637
老人家	52.7450
登場	52.7259
黃金	52.6858
可怕	52.6049
紅色	52.5766
跨	52.4791
分類	52.4788
大師	52.4634
完	52.4432
常見	52.4188
基地	52.4043
細節	52.3801
大聲	52.3752
畫家	52.3735
自行	52.2799
麵包	52.2742
召開	52.2390
罵	52.2347
人工	52.2316
空	52.2233
傳出	52.1984
適應	52.1970
想起	52.1648
證據	52.1101
微笑	52.1059
成分	52.0763
個案	52.0763
好了	52.0415
賺	51.9643
拿下	51.9215
人民幣	51.9189
自信	51.8873
詢問	51.8853
單	51.8773
迅速	51.8743
吸收	51.8621
色彩	51.8548
興奮	51.8194
認知	51.8168
金額	51.8143
主持	51.7899
特定	51.7349
五十	51.7343
保證	51.7168
表	51.7110
農夫	51.5544
輩子	51.5537
找出	51.5504
旅客	51.4373
顧客	51.3955
顯得	51.3616
尋求	51.3590
送到	51.3523
走出	51.3273
前進	51.3021
遭到	51.1813
競選	51.1756
世代	51.1692
黑色	51.1024
趟	51.0811
乃	51.0715
街	51.0641
開車	51.0622
違反	51.0240
老婆	50.9952
車輛	50.9739
練	50.9649
巨大	50.9623
領	50.9181
聊	50.8823
不停	50.8238
心臟	50.7919
走向	50.7793
認定	50.7390
實踐	50.7098
草	50.6817
合理	50.6791
老公	50.6472
遍	50.6466
鏡頭	50.6254
回饋	50.5689
全新	50.5374
協議	50.5036
報紙	50.4748
走進	50.4622
火車	50.4592
週	50.4529
不得	50.4071
寫作	50.4065
十五	50.3698
刻	50.3123
男生	50.2544
冬天	50.2441
甜	50.2408
損失	50.1937
演講	50.1499
立法院	50.1370
雙手	50.1282
注意到	50.1168
抱怨	50.1134
房	50.1133
一度	50.1038
公頃	50.1019
弄	50.0996
丟	50.0880
奶奶	50.0059
陣	49.9859
條例	49.9448
親	49.9381
餐	49.8937
得以	49.8923
好處	49.8605
法官	49.7634
越南	49.7485
抵達	49.7385
適當	49.7132
台中市	49.6927
乾	49.6504
想想	49.6495
收看	49.6187
躺	49.6081
計算	49.5853
假日	49.5684
中午	49.5430
命運	49.5257
移動	49.4967
革命	49.4609
盼	49.4114
坪	49.4088
各位	49.4085
力	49.3996
基因	49.2958
雲	49.2883
轉型	49.2851
春	49.2843
特質	49.2466
暫時	49.2375
橋	49.2052
各自	49.2039
話題	49.1886
促進	49.1664
蛋	49.1255
著名	49.1072
走路	49.0081
亮	49.0075
規範	48.9791
身心	48.9315
建	48.9029
足夠	48.8985
少年	48.8815
微	48.8738
科學家	48.8509
官方	48.8405
新加坡	48.8010
重建	48.8007
以往	48.7448
今日	48.6914
外交	48.6395
吹	48.6394
體系	48.6150
傳承	48.5429
旅	48.5308
引進	48.5194
農村	48.4966
持	48.4716
青少年	48.4706
現	48.4388
專案	48.3282
後續	48.3033
住宅	48.2990
獨特	48.2912
團	48.2387
蘋果	48.2350
世紀	48.2000
藏	48.1920
韓	48.1578
便宜	48.1565
槍	48.1414
通知	48.0698
送給	48.0077
一般人	47.9825
跑到	47.9421
投票	47.9221
供應	47.9216
大會	47.9211
信仰	47.9094
土壤	47.9028
皮	47.8996
過年	47.8665
保險	47.7556
記者會	47.7504
喜愛	47.7192
投	47.7092
生意	47.6792
案件	47.6540
可不可以	47.5382
明	47.5295
規則	47.5248
自動	47.5210
沿	47.4751
做法	47.4655
偉大	47.4400
絕不	47.4171
夥伴	47.4088
從此	47.3809
發電	47.3755
試試	47.3651
鄰居	47.3356
禮	47.3204
心態	47.3199
翻	47.3171
大幅	47.3027
中華民國	47.2976
農會	47.2669
噸	47.2266
掉	47.1986
一時	47.1768
故	47.1559
嬰兒	47.1080
審查	47.0884
爆發	47.0750
里長	46.9878
滿意	46.9836
到場	46.9258
檢討	46.7775
競賽	46.7574
台灣人	46.7411
檢驗	46.7369
組合	46.7247
效率	46.6790
見面	46.6441
巴黎	46.5955
研究所	46.5663
打擊	46.5515
諸	46.4938
贏	46.3829
移民	46.3624
主委	46.3533
水庫	46.3531
親子	46.3392
補充	46.3103
戰略	46.3013
落實	46.2511
粉絲	46.2406
我國	46.2385
素食	46.2341
推薦	46.2340
教導	46.1879
先前	46.1819
預防	46.1618
管制	46.1184
星期	46.0747
北韓	46.0194
探索	46.0189
居然	46.0053
側	45.9960
珍惜	45.9917
生涯	45.9877
帶給	45.9768
航空	45.9692
部份	45.9442
聞	45.8651
安心	45.8475
曰	45.8137
好玩	45.7861
下降	45.7860
一致	45.6997
反正	45.6646
視覺	45.6513
思維	45.5614
圈	45.5604
男孩	45.5363
家鄉	45.5196
放下	45.5045
總經理	45.4856
類型	45.4605
絲	45.4562
加以	45.4272
傳播	45.4139
時尚	45.3853
年度	45.3851
大多	45.3107
帝國	45.2948
難得	45.2560
怪	45.2530
修正	45.2468
端	45.2437
拿出	45.2016
晚間	45.1743
選民	45.1658
視	45.1527
鐵路	45.1441
道德	45.1057
完工	45.0944
前來	45.0872
超越	45.0724
種種	45.0560
節	45.0424
不安	45.0423
上市	45.0230
笑說	45.0217
中醫	45.0127
國民	45.0000
賺錢	44.9783
驚訝	44.9714
國王	44.9626
院長	44.9607
做成	44.9344
就讀	44.9327
鄉	44.8843
重複	44.8805
抗	44.8533
實力	44.8475
賞	44.8473
廠	44.8460
五月	44.8459
貼	44.8409
權利	44.8183
別的	44.8002
暴力	44.7722
參選人	44.7575
腿	44.7292
街頭	44.7096
台幣	44.6921
當選	44.6792
鹽	44.6609
折	44.6291
上升	44.6126
學到	44.5905
動力	44.5465
龍	44.5061
員警	44.5043
典禮	44.4821
景觀	44.4732
感覺到	44.4699
發明	44.4658
休閒	44.4576
能不能	44.4124
樂觀	44.4120
雲林	44.4094
徹底	44.4053
烤	44.4042
裝置	44.4018
義大利	44.3833
答應	44.3755
自身	44.3663
夏	44.3093
一同	44.2673
蔡英文	44.2521
兼	44.1920
政黨	44.1916
宇宙	44.1644
冰	44.1531
犯罪	44.1297
依據	44.1296
體	44.0898
村	44.0447
司法	44.0432
禁止	44.0136
總部	44.0091
講到	43.9845
記	43.9666
軟	43.9647
正義	43.9495
輪	43.9231
期望	43.9152
勇氣	43.8895
碳	43.8825
數位	43.8406
腳步	43.7915
對抗	43.7844
挑	43.7832
副	43.7797
金門	43.7550
計劃	43.7539
留在	43.7254
激烈	43.7251
中文	43.6767
武器	43.6601
確保	43.6390
媽咪	43.6352
食	43.6184
毒品	43.5942
害	43.5326
屋頂	43.5304
延續	43.5252
甚	43.5164
議會	43.4932
熟	43.4520
架	43.4211
住在	43.3928
東京	43.3764
子	43.3642
即可	43.3521
過世	43.3101
情	43.2941
有些	43.2797
傷	43.2756
季節	43.2414
實	43.2335
佛	43.2106
排除	43.1845
演唱會	43.1612
臨時	43.1605
車站	43.1092
專門	43.0956
立	43.0671
困擾	43.0295
招	43.0013
強化	42.9647
紀念	42.9122
日本人	42.8975
趕緊	42.8941
集	42.8554
四十	42.8405
定	42.7978
姊妹	42.7836
凌晨	42.7717
寶	42.7594
自殺	42.7484
早餐	42.7370
部隊	42.7336
山區	42.7012
窗	42.6830
看出	42.6549
師傅	42.6530
天空	42.6360
圓	42.6340
景點	42.6283
依照	42.6206
測試	42.5848
眾人	42.5485
輸	42.5441
負面	42.5291
軍隊	42.5249
優秀	42.4788
情境	42.4645
數學	42.4371
十幾	42.4217
學童	42.4154
母	42.4044
資格	42.3619
不得不	42.3021
作法	42.2882
助理	42.2831
詞	42.2745
克服	42.2692
寬	42.2643
定期	42.2618
文明	42.2521
可能性	42.2340
鍋	42.2136
採訪	42.2059
正好	42.1974
體會	42.1813
平時	42.1728
吳	42.1607
蟲	42.1562
考驗	42.1365
內在	42.1245
吃到	42.1180
名單	42.0876
效應	42.0714
駕駛	42.0670
免	42.0652
權益	42.0505
擦	42.0469
有所	42.0465
大多數	42.0130
偶爾	41.9802
前天	41.9746
故意	41.9584
預測	41.9422
勇敢	41.8985
古代	41.8782
提名	41.8458
談判	41.7906
蔬果	41.7854
困境	41.7468
拍照	41.7196
蛇	41.7007
即日	41.6810
假設	41.6699
題	41.6652
眾	41.6460
性格	41.6382
視野	41.6285
忍不住	41.6075
貨幣	41.6072
依舊	41.6039
市	41.5471
之所以	41.5138
壓	41.5004
外國	41.4937
領袖	41.4879
不可以	41.4795
民調	41.4780
補	41.4777
口感	41.4733
探討	41.4602
聊天	41.4400
病房	41.4128
多麼	41.4048
泰國	41.3754
分子	41.3400
中國人	41.3387
聯合國	41.3335
指數	41.3300
俄羅斯	41.3065
摸	41.2832
幸運	41.2671
年底	41.2647
隨後	41.2627
趁	41.2586
交換	41.2300
學術	41.2261
意願	41.2128
上網	41.1803
靠近	41.1769
特性	41.1721
艘	41.1657
簡直	41.1559
手段	41.1114
近日	41.0939
台南市	41.0916
包裝	41.0890
決心	41.0620
肯	41.0548
網站	41.0324
定義	41.0108
展出	40.9931
憑	40.9875
珍貴	40.9393
優先	40.9384
放鬆	40.8848
產	40.8485
戲劇	40.8413
果然	40.8184
姓	40.7996
劉	40.7933
指標	40.7882
從未	40.7773
官	40.7720
主辦	40.7653
東方	40.7373
抽	40.7299
港	40.6238
瓶	40.5932
午餐	40.5770
際	40.5541
哲學	40.5472
天天	40.5419
司機	40.5403
記載	40.5389
開幕	40.5278
行業	40.5122
男女	40.4724
理性	40.4407
管道	40.4387
聯繫	40.4302
忽然	40.4208
前後	40.3821
印尼	40.3486
按照	40.3311
駐	40.3271
若是	40.2992
廟	40.2991
放心	40.2935
物	40.2827
到達	40.2588
說出	40.2515
致	40.2351
具備	40.2265
預估	40.2163
涉及	40.1959
也就是說	40.1472
展示	40.1450
參賽	40.1298
融入	40.1070
人次	40.0933
門口	40.0703
三月	40.0692
七月	40.0561
流	40.0225
市區	40.0140
高雄市	40.0050
事務	39.9897
改造	39.9532
睡眠	39.9515
決策	39.9347
進而	39.9302
不幸	39.9261
協商	39.8989
罹患	39.8894
刻意	39.8859
引導	39.8778
浪漫	39.8689
當場	39.8219
公主	39.8125
房屋	39.8001
施工	39.7995
證實	39.7599
營造	39.7348
指揮	39.7336
順	39.7292
勢力	39.7134
之類	39.7085
歷經	39.6812
平安	39.6790
疼痛	39.6758
把握	39.6655
多久	39.5961
過後	39.5880
澳洲	39.5792
唸	39.5787
人間	39.5715
經由	39.5657
不易	39.5476
血液	39.5393
手法	39.5324
國立	39.5304
師兄	39.5281
南部	39.5059
劇	39.4925
樂團	39.4834
處於	39.4717
形狀	39.4553
最早	39.4262
苗栗	39.3805
足以	39.3789
發行	39.3676
公民	39.2946
近期	39.2942
納入	39.2729
笑容	39.2694
軍	39.2558
型態	39.2550
旅館	39.2525
白天	39.2444
轉變	39.2348
捐	39.2333
春節	39.2180
師生	39.2178
末	39.2063
飲料	39.2009
接到	39.2007
六月	39.1750
步道	39.1332
上帝	39.1171
活力	39.1161
超級	39.0890
支付	39.0836
歌手	39.0740
熊	39.0643
勞動	39.0445
許	39.0377
隨便	39.0303
佔	39.0299
明星	38.9975
幹嘛	38.9135
公告	38.9094
意味	38.9079
台商	38.8962
靈魂	38.8815
非洲	38.8768
柯	38.8547
農	38.8414
展覽	38.8413
地圖	38.8239
開口	38.7985
挫折	38.7598
隨即	38.7596
資深	38.7591
聽起來	38.7165
污染	38.6891
臺北	38.6882
叔叔	38.6735
似	38.6629
江	38.6603
藝人	38.6583
首都	38.6333
馬英九	38.6229
熱鬧	38.6165
臨床	38.5838
好不	38.5831
時光	38.5649
上學	38.5451
躲	38.5365
敘利亞	38.4596
防	38.4374
吃素	38.4192
隔	38.3887
論	38.3701
運輸	38.3500
追	38.3434
災難	38.3139
球隊	38.2824
清潔	38.2522
地面	38.2480
保育	38.2449
遺憾	38.2378
工人	38.2331
出身	38.2329
必然	38.2287
盤	38.1721
勝利	38.1634
版	38.1399
一帶	38.1186
敵人	38.0850
環保局	38.0784
習近平	38.0688
大臣	38.0671
煩惱	38.0461
角落	38.0401
好友	38.0378
否認	38.0308
福利	38.0165
差別	38.0084
含有	38.0059
場景	37.9930
對不起	37.9732
戶外	37.9704
倫敦	37.9664
退	37.9229
道歉	37.9116
發言人	37.8699
暨	37.8673
菲律賓	37.8649
機率	37.8628
打破	37.8442
統治	37.7950
層面	37.7781
不良	37.7732
人潮	37.7459
細	37.7208
下雨	37.6881
永續	37.6858
嘴巴	37.6805
少女	37.6771
偏	37.6686
高鐵	37.6270
龐大	37.6206
異常	37.6180
腳踏車	37.5812
試圖	37.5187
北部	37.5156
模樣	37.5107
咬	37.4729
大地	37.4653
對待	37.4569
發動	37.4356
歌曲	37.4215
塑膠	37.4097
犧牲	37.3553
題目	37.3546
中學	37.3415
降	37.3400
爭	37.3359
一再	37.3038
女士	37.2887
清晨	37.2698
挖	37.2540
卡	37.2342
示範	37.2293
走過	37.2136
癌	37.2017
交往	37.1985
人選	37.1771
估計	37.1607
卷	37.1568
暑假	37.1365
更為	37.1302
文創	37.1144
全力	37.1129
嚇	37.0817
案例	37.0817
席	37.0287
基於	37.0017
阿姨	36.9983
九月	36.9938
葉子	36.9640
友人	36.9510
分為	36.9445
朱立倫	36.9426
佛教	36.9249
樂	36.9227
廣	36.9205
繪畫	36.9195
佳	36.9062
敗	36.8930
國人	36.8885
承擔	36.8844
請教	36.8816
八月	36.8571
康熙	36.8484
焦點	36.8452
水準	36.8167
作物	36.7948
椅子	36.7772
帶回	36.7299
購物	36.7297
支援	36.7195
準備好	36.7178
血管	36.7156
愉快	36.6933
女友	36.6906
口味	36.6885
無奈	36.6311
初期	36.6103
有名	36.5678
罪	36.5357
遊	36.5291
捐贈	36.5237
敏感	36.5229
認證	36.4931
虎	36.4664
長達	36.4542
綜合	36.4095
風景	36.4052
體力	36.4036
談話	36.4025
本質	36.3964
澎湖	36.3736
編	36.3412
檢察官	36.3383
露出	36.3267
布	36.3195
取消	36.3131
融合	36.3094
物品	36.3080
輕輕	36.2943
設定	36.2819
影響到	36.2726
腫瘤	36.2697
論文	36.2299
好朋友	36.2288
眼神	36.2236
監督	36.2040
加速	36.1801
產量	36.1726
無限	36.1410
鄉親	36.0979
歐盟	36.0719
造	36.0698
耳	36.0498
看待	36.0247
四月	36.0244
穿著	36.0130
居	35.9969
構成	35.9894
廁所	35.9791
股票	35.9640
水分	35.9547
秋	35.9327
步驟	35.9318
說到	35.9308
美味	35.9061
婆婆	35.8870
論壇	35.8770
周圍	35.8295
十八	35.7956
專輯	35.7772
細菌	35.7666
手工	35.7472
西元	35.7402
檢視	35.7208
回頭	35.7047
鬼	35.6803
大選	35.6571
迎接	35.6543
舞蹈	35.6515
眾多	35.6509
生日	35.6370
羊	35.6219
甲	35.6204
十月	35.6193
基層	35.5932
顧問	35.5643
人際	35.5554
歸	35.5442
特地	35.5304
有一點	35.5303
提前	35.5289
出國	35.5062
所在	35.4688
檢方	35.4650
排名	35.4532
劍	35.4276
感冒	35.4132
拜訪	35.4012
爬	35.3769
四處	35.3488
科	35.3313
名稱	35.3281
心理學	35.3122
現任	35.3117
南投	35.3081
書店	35.2864
彈性	35.2856
相較	35.2675
瞬間	35.2267
雪	35.2241
碰	35.2231
腰	35.2078
專注	35.2070
星	35.1901
冬	35.1826
除非	35.1787
離婚	35.1652
變遷	35.1533
忽略	35.1361
文件	35.1272
場所	35.1050
採收	35.0883
再生	35.0803
薪資	35.0272
聯絡	34.9824
贏得	34.9821
上述	34.9629
命令	34.9624
私人	34.9597
故鄉	34.9583
景	34.9535
本土	34.9505
噴	34.9472
聚集	34.9464
密切	34.9392
通報	34.9310
花園	34.9042
分配	34.8818
即便	34.8815
聲明	34.8758
矛盾	34.8690
蛋糕	34.8625
度過	34.8533
上任	34.8417
用力	34.8384
番茄	34.8271
民意	34.8060
物資	34.7747
聽見	34.7590
影響力	34.7576
判決	34.7219
大門	34.7171
英	34.7153
日後	34.6981
會員	34.6795
地檢署	34.6363
昨晚	34.6305
獲利	34.6294
指示	34.6130
牌	34.6110
依賴	34.5982
自在	34.5724
重要性	34.5608
強大	34.5586
不佳	34.5460
一向	34.5416
拆除	34.5298
遭遇	34.5291
